IdConglomerado,Anio,Estado,Municipio,Formato,Tipo_cgl,Veg_prim_levantada,Veg_sec_levantada,Veg_prim_esperada,Veg_sec_esperada,Latitud,Longitud,X,Y,Altitud,Sitio,Registro,Arbol,Genero_Especie,forma_biologica,Condicion,NomComun,DiametroNormal,AlturaTotal,DiametroCopa,AlturaFusteLimpio,AlturaComercial,Distancia,Azimut
54062,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 38 19.5,-103 29 59.5,-103.4998607778,20.6387496667,2019,1,25,23,Sin especie Sin especie,NULL,Muerto en pie,NULL,10.4,7.3,-9999,0,-9999,5.42,167
61521,2013,Jalisco,Tecalitlan,Bosque,Inicial,BPQ,VSna,BPQ,VSna,19 16 53.1,-103 14 47,-103.2463885556,19.281416,2037,1,22,22,Sin especie Sin especie,NULL,Muerto en pie,NULL,17.7,12.8,-9999,0,-9999,4.38,234
61521,2013,Jalisco,Tecalitlan,Bosque,Inicial,BPQ,VSna,BPQ,VSna,19 16 53.1,-103 14 47,-103.2463885556,19.281416,2037,1,23,23,Sin especie Sin especie,NULL,Muerto en pie,NULL,15.1,13.9,-9999,0,-9999,10.43,237
56444,2013,Jalisco,Talpa de Allende,Bosque,Inicial,BQ,VSna,BQ,VSna,20 9 52,-104 56 6,-104.9349996667,20.1644444444,573,1,28,25,Quercus resinosa,Arbol,Vivo,Encino roble,13.6,8,4,3.7,5,10.7,336
56444,2013,Jalisco,Talpa de Allende,Bosque,Inicial,BQ,VSna,BQ,VSna,20 9 52,-104 56 6,-104.9349996667,20.1644444444,573,1,29,26,Quercus resinosa,Arbol,Vivo,Encino roble,14.2,7,4,2.4,3,1.8,340
48723,2013,Jalisco,Chimaltitan,Bosque,Inicial,BQ,VSna,BQ,VSna,21 40 55,-103 33 36,-103.56,21.6819437778,2201,1,8,8,Quercus resinosa,Arbol,Vivo,Roble,14.3,6.7,3.5,1.6,3.8,8.2,135
48723,2013,Jalisco,Chimaltitan,Bosque,Inicial,BQ,VSna,BQ,VSna,21 40 55,-103 33 36,-103.56,21.6819437778,2201,1,9,9,Quercus resinosa,Arbol,Vivo,Roble,24.3,8.3,5.1,2.5,6.8,7.1,192
48723,2013,Jalisco,Chimaltitan,Bosque,Inicial,BQ,VSna,BQ,VSna,21 40 55,-103 33 36,-103.56,21.6819437778,2201,1,10,10,Quercus resinosa,Arbol,Vivo,Roble,25.6,7.9,3.2,3.2,4.5,6.8,234
48723,2013,Jalisco,Chimaltitan,Bosque,Inicial,BQ,VSna,BQ,VSna,21 40 55,-103 33 36,-103.56,21.6819437778,2201,1,11,11,Quercus resinosa,Arbol,Vivo,Roble,19.9,6.7,5.1,1.8,5.1,4.1,256
48723,2013,Jalisco,Chimaltitan,Bosque,Inicial,BQ,VSna,BQ,VSna,21 40 55,-103 33 36,-103.56,21.6819437778,2201,1,12,12,Quercus resinosa,Arbol,Vivo,Roble,18.6,7.2,4.2,1.9,4.7,9.1,258
48723,2013,Jalisco,Chimaltitan,Bosque,Inicial,BQ,VSna,BQ,VSna,21 40 55,-103 33 36,-103.56,21.6819437778,2201,1,13,13,Quercus resinosa,Arbol,Vivo,Roble,18.3,5.5,4.3,1.9,4.3,6.8,280
48723,2013,Jalisco,Chimaltitan,Bosque,Inicial,BQ,VSna,BQ,VSna,21 40 55,-103 33 36,-103.56,21.6819437778,2201,1,14,14,Quercus resinosa,Arbol,Vivo,Roble,24.8,7.4,5.1,3.3,5.5,9.4,308
57459,2013,Jalisco,Ayutla,Bosque,Inicial,BQP,VSA,BQP,VSna,19 59 23.8,-104 32 51,-104.5474996667,19.9899441111,1921,1,9,9,Pinus douglasiana,Arbol,Vivo,Pino,8,6.3,3,4.8,0,7.3,135
45784,2013,Nayarit,Del Nayar,Bosque,Inicial,BPQ,VSna,BPQ,VSna,22 21 11.4,-104 17 57.7,-104.2993607778,22.3531666667,2146,3,1,1,Pinus douglasiana,Arbol,Vivo,Pino douglasiana,14.7,5.8,2.8,1.9,2.8,10.9,32
45784,2013,Nayarit,Del Nayar,Bosque,Inicial,BPQ,VSna,BPQ,VSna,22 21 11.4,-104 17 57.7,-104.2993607778,22.3531666667,2146,3,2,2,Pinus douglasiana,Arbol,Vivo,Pino douglasiana,29.6,10.5,4.5,4.8,7.5,10.2,130
45784,2013,Nayarit,Del Nayar,Bosque,Inicial,BPQ,VSna,BPQ,VSna,22 21 11.4,-104 17 57.7,-104.2993607778,22.3531666667,2146,3,4,4,Pinus douglasiana,Arbol,Vivo,Pino douglasiana,19,6.3,2.5,1.3,3.2,11.2,144
45784,2013,Nayarit,Del Nayar,Bosque,Inicial,BPQ,VSna,BPQ,VSna,22 21 11.4,-104 17 57.7,-104.2993607778,22.3531666667,2146,3,7,7,Pinus douglasiana,Arbol,Vivo,Pino douglasiana,16.1,6,2.1,1.8,3.5,9.7,278
45784,2013,Nayarit,Del Nayar,Bosque,Inicial,BPQ,VSna,BPQ,VSna,22 21 11.4,-104 17 57.7,-104.2993607778,22.3531666667,2146,3,8,8,Pinus douglasiana,Arbol,Vivo,Pino douglasiana,16.4,6.4,3.5,2.3,3.6,8.9,290
45784,2013,Nayarit,Del Nayar,Bosque,Inicial,BPQ,VSna,BPQ,VSna,22 21 11.4,-104 17 57.7,-104.2993607778,22.3531666667,2146,3,9,9,Pinus douglasiana,Arbol,Vivo,Pino douglasiana,22.4,7.5,3,4.3,4.8,8.7,322
45784,2013,Nayarit,Del Nayar,Bosque,Inicial,BPQ,VSna,BPQ,VSna,22 21 11.4,-104 17 57.7,-104.2993607778,22.3531666667,2146,3,10,10,Pinus douglasiana,Arbol,Vivo,Pino douglasiana,15.5,5.8,2,2.9,3.2,9.5,341
45936,2013,Nayarit,Del Nayar,Bosque,Inicial,BPQ,VSna,BPQ,VSA,22 18 7.8,-104 41 22.8,-104.6896663333,22.3021666667,1718,1,3,3,Pinus oocarpa,Arbol,Vivo,Pino,18,8.5,2.5,2.3,6.5,4,80
48723,2013,Jalisco,Chimaltitan,Bosque,Inicial,BQ,VSna,BQ,VSna,21 40 55,-103 33 36,-103.56,21.6819437778,2201,1,15,15,Quercus resinosa,Arbol,Vivo,Roble,14.4,5.1,1.1,2.1,2.4,4.3,325
48723,2013,Jalisco,Chimaltitan,Bosque,Inicial,BQ,VSna,BQ,VSna,21 40 55,-103 33 36,-103.56,21.6819437778,2201,1,16,16,Quercus resinosa,Arbol,Vivo,Roble,12,6.3,3.2,1.8,1.5,10.1,356
53586,2013,Jalisco,Etzatlan,Bosque,Inicial,BQ,VSna,BQ,VSna,20 43 17,-104 10 31.9,-104.1755271111,20.7213882222,1866,1,37,35,Quercus resinosa,Arbol,Vivo,Encino,15.5,9.7,5.8,5.3,5.8,2.55,313
53586,2013,Jalisco,Etzatlan,Bosque,Inicial,BQ,VSna,BQ,VSna,20 43 17,-104 10 31.9,-104.1755271111,20.7213882222,1866,1,38,36,Quercus resinosa,Arbol,Vivo,Encino,17.4,9.3,6.3,3.5,6,9.43,321
53586,2013,Jalisco,Etzatlan,Bosque,Inicial,BQ,VSna,BQ,VSna,20 43 17,-104 10 31.9,-104.1755271111,20.7213882222,1866,1,39,37,Quercus resinosa,Arbol,Vivo,Encino,18.8,9.8,5.4,4.9,6.3,5.25,323
53586,2013,Jalisco,Etzatlan,Bosque,Inicial,BQ,VSna,BQ,VSna,20 43 17,-104 10 31.9,-104.1755271111,20.7213882222,1866,1,40,38,Quercus resinosa,Arbol,Vivo,Encino,19.1,11.8,5.7,4,7.9,4.86,336
46119,2013,Jalisco,Mezquitic,Bosque,Inicial,BQP,VSna,BQP,VSna,22 16 18.6,-103 36 55.7,-103.6154722222,22.2718326667,2356,2,30,30,Quercus eduardii,Arbol,Vivo,Palo colorado,9.7,7.1,2.8,2.2,0,10.8,258
46119,2013,Jalisco,Mezquitic,Bosque,Inicial,BQP,VSna,BQP,VSna,22 16 18.6,-103 36 55.7,-103.6154722222,22.2718326667,2356,2,31,30,Quercus eduardii,Arbol,Vivo,Palo colorado,11.8,9.7,3.2,2.3,6.4,10.4,259
46119,2013,Jalisco,Mezquitic,Bosque,Inicial,BQP,VSna,BQP,VSna,22 16 16.2,-103 36 54.7,-103.6151944444,22.271166,2356,3,22,21,Quercus eduardii,Arbol,Vivo,Palo colorado,11.4,9,2.9,5.3,4.3,6.2,182
61521,2013,Jalisco,Tecalitlan,Bosque,Inicial,BPQ,VSna,BPQ,VSna,19 16 53.1,-103 14 47,-103.2463885556,19.281416,2037,1,24,24,Sin especie Sin especie,NULL,Muerto en pie,NULL,14.5,12.8,-9999,0,-9999,8.65,241
61521,2013,Jalisco,Tecalitlan,Bosque,Inicial,BPQ,VSna,BPQ,VSna,19 16 53.1,-103 14 47,-103.2463885556,19.281416,2037,1,25,25,Sin especie Sin especie,NULL,Muerto en pie,NULL,28.3,17.1,-9999,0,-9999,7.16,261
61521,2013,Jalisco,Tecalitlan,Bosque,Inicial,BPQ,VSna,BPQ,VSna,19 16 53.1,-103 14 47,-103.2463885556,19.281416,2037,1,26,26,Sin especie Sin especie,NULL,Muerto en pie,NULL,20,14.1,-9999,0,-9999,5.44,270
54062,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 38 19.5,-103 29 59.5,-103.4998607778,20.6387496667,2019,1,26,24,Sin especie Sin especie,NULL,Muerto en pie,NULL,9.6,5,-9999,0,-9999,10.4,167
54062,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 38 19.5,-103 29 59.5,-103.4998607778,20.6387496667,2019,1,27,25,Sin especie Sin especie,NULL,Muerto en pie,NULL,10.5,6.4,-9999,0,-9999,3.1,186
54062,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 38 18.9,-103 30 0.9,-103.50025,20.638583,2019,4,1,1,Sin especie Sin especie,NULL,Muerto en pie,NULL,9.5,6.3,-9999,0,-9999,10.82,16
54062,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 38 18.9,-103 30 0.9,-103.50025,20.638583,2019,4,4,4,Sin especie Sin especie,NULL,Muerto en pie,NULL,11,8,-9999,0,-9999,6.15,33
54062,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 38 18.9,-103 30 0.9,-103.50025,20.638583,2019,4,5,5,Sin especie Sin especie,NULL,Muerto en pie,NULL,7.7,9.6,-9999,0,-9999,6.2,40
54062,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 38 18.9,-103 30 0.9,-103.50025,20.638583,2019,4,6,5,Sin especie Sin especie,NULL,Muerto en pie,NULL,9,7.8,-9999,0,-9999,6.28,41
62280,2013,Jalisco,Tecalitlan,Bosque,Inicial,BPQ,VSna,BPQ,VSna,19 8 44.9,-103 11 50.8,-103.1974441111,19.1458052222,2167,1,6,5,Pinus oocarpa,Arbol,Vivo,Pino,19.2,9.1,3.9,4.5,5.1,6.44,21
62280,2013,Jalisco,Tecalitlan,Bosque,Inicial,BPQ,VSna,BPQ,VSna,19 8 44.9,-103 11 50.8,-103.1974441111,19.1458052222,2167,1,7,6,Pinus oocarpa,Arbol,Vivo,Pino,9.4,6.9,1.7,3.6,0,9.99,37
62280,2013,Jalisco,Tecalitlan,Bosque,Inicial,BPQ,VSna,BPQ,VSna,19 8 44.9,-103 11 50.8,-103.1974441111,19.1458052222,2167,1,8,7,Pinus oocarpa,Arbol,Vivo,Pino,9.2,7.8,1.5,5.2,0,8.09,44
62280,2013,Jalisco,Tecalitlan,Bosque,Inicial,BPQ,VSna,BPQ,VSna,19 8 44.9,-103 11 50.8,-103.1974441111,19.1458052222,2167,1,11,10,Pinus oocarpa,Arbol,Vivo,Pino,13.2,9,2.8,4.7,2.9,10.04,65
52902,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 51 56.1,-103 30 8,-103.5022222222,20.8655833333,1733,1,52,42,Pinus oocarpa,Arbol,Vivo,Pino,15.5,10.2,2.4,5.1,5.5,6.7,263
62280,2013,Jalisco,Tecalitlan,Bosque,Inicial,BPQ,VSna,BPQ,VSna,19 8 44.9,-103 11 50.8,-103.1974441111,19.1458052222,2167,1,12,11,Pinus oocarpa,Arbol,Vivo,Pino,27.8,13.9,5.4,4.3,10.1,10.74,85
62280,2013,Jalisco,Tecalitlan,Bosque,Inicial,BPQ,VSna,BPQ,VSna,19 8 44.9,-103 11 50.8,-103.1974441111,19.1458052222,2167,1,15,14,Pinus oocarpa,Arbol,Vivo,Pino,44.3,20.1,7.1,5.3,16.3,8.57,230
62280,2013,Jalisco,Tecalitlan,Bosque,Inicial,BPQ,VSna,BPQ,VSna,19 8 44.9,-103 11 50.8,-103.1974441111,19.1458052222,2167,1,17,16,Pinus oocarpa,Arbol,Vivo,Pino,27,17.2,4.7,7,11.2,10.75,288
62280,2013,Jalisco,Tecalitlan,Bosque,Inicial,BPQ,VSna,BPQ,VSna,19 8 44.9,-103 11 50.8,-103.1974441111,19.1458052222,2167,1,18,17,Pinus oocarpa,Arbol,Vivo,Pino,15,11.7,2.8,8.5,5.9,11.45,296
55974,2013,Jalisco,Tecolotlan,Bosque,Inicial,BQ,VSA,BQ,VSna,20 16 18.6,-103 55 41.2,-103.9281104444,20.2718326667,1726,2,10,7,Lysiloma acapulcense,Arbol,Vivo,Tepehuaje,15.5,6.5,4.3,1.8,2.5,5.32,110
55974,2013,Jalisco,Tecolotlan,Bosque,Inicial,BQ,VSA,BQ,VSna,20 16 18.6,-103 55 41.2,-103.9281104444,20.2718326667,1726,2,11,7,Lysiloma acapulcense,Arbol,Vivo,Tepehuaje,10,4.4,3.3,1.4,2.3,4.36,119
55974,2013,Jalisco,Tecolotlan,Bosque,Inicial,BQ,VSA,BQ,VSna,20 16 18.6,-103 55 41.2,-103.9281104444,20.2718326667,1726,2,19,12,Lysiloma acapulcense,Arbol,Vivo,Tepehuaje,10.1,5.3,3.8,1.6,2.8,10.04,162
51028,2013,Jalisco,Tequila,Bosque,Inicial,BQ,VSA,BQ,VSna,21 13 41.6,-103 47 39.8,-103.7943885556,21.2282215556,1684,4,14,14,Lysiloma acapulcense,Arbol,Vivo,Tepehuaje,19.1,8.9,4.8,2.4,6.4,7.9,181
51028,2013,Jalisco,Tequila,Bosque,Inicial,BQ,VSA,BQ,VSna,21 13 41.6,-103 47 39.8,-103.7943885556,21.2282215556,1684,4,15,14,Lysiloma acapulcense,Arbol,Vivo,Tepehuaje,22.4,10.2,5.6,2.9,6.6,7.9,183
51028,2013,Jalisco,Tequila,Bosque,Inicial,BQ,VSA,BQ,VSna,21 13 43.6,-103 47 38.2,-103.7939441111,21.2287771111,1684,2,11,11,Lysiloma acapulcense,Arbol,Vivo,Tepehuaje,24.8,9.3,6.2,2.2,5.9,4.2,284
51028,2013,Jalisco,Tequila,Bosque,Inicial,BQ,VSA,BQ,VSna,21 13 43.6,-103 47 38.2,-103.7939441111,21.2287771111,1684,2,12,11,Lysiloma acapulcense,Arbol,Vivo,Tepehuaje,14.5,8.7,4.1,3.3,3.4,4.2,292
51028,2013,Jalisco,Tequila,Bosque,Inicial,BQ,VSA,BQ,VSna,21 13 43.6,-103 47 38.2,-103.7939441111,21.2287771111,1684,2,13,11,Lysiloma acapulcense,Arbol,Vivo,Tepehuaje,23.7,9.4,5.3,2.6,6.5,4.2,300
53586,2013,Jalisco,Etzatlan,Bosque,Inicial,BQ,VSna,BQ,VSna,20 43 16.1,-104 10 30.7,-104.1751937778,20.7211382222,1866,3,4,4,Lysiloma acapulcense,Arbol,Vivo,Tepehuaje,18.3,5.7,5.7,2.2,3.8,14,27
54062,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 38 18.9,-103 30 0.9,-103.50025,20.638583,2019,4,10,9,Sin especie Sin especie,NULL,Muerto en pie,NULL,7.8,6.8,-9999,0,-9999,8.6,54
54062,2013,Jalisco,Zapopan,Bosque,Inicial,BQP,VSna,BQP,VSna,20 38 18.9,-103 30 0.9,-103.50025,20.638583,2019,4,11,10,Sin especie Sin especie,NULL,Muerto en pie,NULL,8.7,6.5,-9999,0,-9999,6.9,55
62280,2013,Jalisco,Tecalitlan,Bosque,Inicial,BPQ,VSna,BPQ,VSna,19 8 44.9,-103 11 50.8,-103.1974441111,19.1458052222,2167,1,4,3,Sin especie Sin especie,NULL,Tocon sin marca,NULL,25.2,0.3,-9999,0,-9999,8.05,15
62280,2013,Jalisco,Tecalitlan,Bosque,Inicial,BPQ,VSna,BPQ,VSna,19 8 46.5,-103 11 50.9,-103.1974718889,19.1462496667,2167,2,4,4,Sin especie Sin especie,NULL,Muerto en pie,NULL,10.5,7.8,-9999,0,-9999,4.45,63
51013,2013,Nayarit,Jala,Bosque,Inicial,BPQ,VSna,BP,VSna,21 12 54.2,-104 31 18.9,-104.521916,21.2150555556,1447,3,2,2,Sin especie Sin especie,NULL,Tocon sin marca,NULL,27.1,1,-9999,0,-9999,3.4,30
51013,2013,Nayarit,Jala,Bosque,Inicial,BPQ,VSna,BP,VSna,21 12 54.2,-104 31 18.9,-104.521916,21.2150555556,1447,3,3,3,Sin especie Sin especie,NULL,Tocon sin marca,NULL,18.4,1.1,-9999,0,-9999,9.1,42
51013,2013,Nayarit,Jala,Bosque,Inicial,BPQ,VSna,BP,VSna,21 12 54.2,-104 31 18.9,-104.521916,21.2150555556,1447,3,4,4,Sin especie Sin especie,NULL,Muerto en pie,NULL,8,3,-9999,0,-9999,7.7,80
51013,2013,Nayarit,Jala,Bosque,Inicial,BPQ,VSna,BP,VSna,21 12 54.2,-104 31 18.9,-104.521916,21.2150555556,1447,3,5,4,Sin especie Sin especie,NULL,Muerto en pie,NULL,8.4,6,-9999,0,-9999,7.8,85
59470,2013,Jalisco,La Huerta,Selva,Inicial,SMS,VSna,SMS,VSna,19 37 26.2,-104 43 54.1,-104.7316937778,19.6239437778,699,3,17,16,Sin especie Sin especie,NULL,Muerto en pie,NULL,16.7,6.5,-9999,0,-9999,9.04,122
46119,2013,Jalisco,Mezquitic,Bosque,Inicial,BQP,VSna,BQP,VSna,22 16 16.2,-103 36 54.7,-103.6151944444,22.271166,2356,3,23,21,Quercus eduardii,Arbol,Vivo,Palo colorado,14.9,9.5,4.2,3.6,6,7.5,183
46119,2013,Jalisco,Mezquitic,Bosque,Inicial,BQP,VSna,BQP,VSna,22 16 16.2,-103 36 54.7,-103.6151944444,22.271166,2356,3,24,22,Quercus eduardii,Arbol,Vivo,Palo colorado,17.3,12.5,5.2,5.8,8.5,3.7,204
46119,2013,Jalisco,Mezquitic,Bosque,Inicial,BQP,VSna,BQP,VSna,22 16 16.2,-103 36 54.7,-103.6151944444,22.271166,2356,3,25,23,Quercus eduardii,Arbol,Vivo,Palo colorado,9.8,8.5,3.4,3.8,0,7.2,215
46119,2013,Jalisco,Mezquitic,Bosque,Inicial,BQP,VSna,BQP,VSna,22 16 16.2,-103 36 54.7,-103.6151944444,22.271166,2356,3,26,24,Quercus eduardii,Arbol,Vivo,Palo colorado,19.4,12.2,4.7,3.4,7.5,11.2,235
46119,2013,Jalisco,Mezquitic,Bosque,Inicial,BQP,VSna,BQP,VSna,22 16 16.2,-103 36 54.7,-103.6151944444,22.271166,2356,3,27,25,Quercus eduardii,Arbol,Vivo,Palo colorado,18.6,11.7,4.7,6.7,7.2,5.5,244
46119,2013,Jalisco,Mezquitic,Bosque,Inicial,BQP,VSna,BQP,VSna,22 16 16.2,-103 36 54.7,-103.6151944444,22.271166,2356,3,28,26,Quercus eduardii,Arbol,Vivo,Palo colorado,11.7,9.2,3.8,2.1,3.2,11.2,284
46119,2013,Jalisco,Mezquitic,Bosque,Inicial,BQP,VSna,BQP,VSna,22 16 16.2,-103 36 54.7,-103.6151944444,22.271166,2356,3,29,27,Quercus eduardii,Arbol,Vivo,Palo colorado,19.2,10,4.4,1.5,5.1,6.6,328
53586,2013,Jalisco,Etzatlan,Bosque,Inicial,BQ,VSna,BQ,VSna,20 43 17,-104 10 31.9,-104.1755271111,20.7213882222,1866,1,41,39,Quercus resinosa,Arbol,Vivo,Encino,17.6,9.1,6.2,5,5.6,9.35,338
53586,2013,Jalisco,Etzatlan,Bosque,Inicial,BQ,VSna,BQ,VSna,20 43 16.1,-104 10 30.7,-104.1751937778,20.7211382222,1866,3,1,1,Quercus resinosa,Arbol,Vivo,Encino,13,5.7,3.4,3.8,2,13.7,7
53586,2013,Jalisco,Etzatlan,Bosque,Inicial,BQ,VSna,BQ,VSna,20 43 16.1,-104 10 30.7,-104.1751937778,20.7211382222,1866,3,2,2,Quercus resinosa,Arbol,Vivo,Encino,10.4,8.9,3.4,6,2.6,12.9,9
53586,2013,Jalisco,Etzatlan,Bosque,Inicial,BQ,VSna,BQ,VSna,20 43 16.5,-104 10 33.3,-104.175916,20.7212493333,1866,4,17,17,Quercus resinosa,Arbol,Vivo,Encino,15.9,8.3,5.2,5.3,5.3,10.38,166
53586,2013,Jalisco,Etzatlan,Bosque,Inicial,BQ,VSna,BQ,VSna,20 43 16.5,-104 10 33.3,-104.175916,20.7212493333,1866,4,18,18,Quercus resinosa,Arbol,Vivo,Encino,27.4,14.6,6.9,7.4,7.4,8.13,176
53586,2013,Jalisco,Etzatlan,Bosque,Inicial,BQ,VSna,BQ,VSna,20 43 16.5,-104 10 33.3,-104.175916,20.7212493333,1866,4,19,19,Quercus resinosa,Arbol,Vivo,Encino,22,15.1,5.6,5,8.3,11.46,182
53586,2013,Jalisco,Etzatlan,Bosque,Inicial,BQ,VSna,BQ,VSna,20 43 16.5,-104 10 33.3,-104.175916,20.7212493333,1866,4,20,20,Quercus resinosa,Arbol,Vivo,Encino,22.1,11.4,7,2.9,7.8,10.76,186
53586,2013,Jalisco,Etzatlan,Bosque,Inicial,BQ,VSna,BQ,VSna,20 43 16.5,-104 10 33.3,-104.175916,20.7212493333,1866,4,21,21,Quercus resinosa,Arbol,Vivo,Encino,21.4,16.5,6.5,6.9,8,9.15,222
53586,2013,Jalisco,Etzatlan,Bosque,Inicial,BQ,VSna,BQ,VSna,20 43 16.5,-104 10 33.3,-104.175916,20.7212493333,1866,4,22,22,Quercus resinosa,Arbol,Vivo,Encino,14.7,9.4,5.1,6.8,6.8,4.8,241
53586,2013,Jalisco,Etzatlan,Bosque,Inicial,BQ,VSna,BQ,VSna,20 43 16.5,-104 10 33.3,-104.175916,20.7212493333,1866,4,23,23,Quercus resinosa,Arbol,Vivo,Encino,24.3,17.6,7.8,7.4,9.9,3.6,241
53586,2013,Jalisco,Etzatlan,Bosque,Inicial,BQ,VSna,BQ,VSna,20 43 16.5,-104 10 33.3,-104.175916,20.7212493333,1866,4,24,24,Quercus resinosa,Arbol,Vivo,Encino,26.2,18.2,8.6,6.8,10.2,11,265
48945,2013,Nayarit,La Yesca,Bosque,Inicial,BPQ,VSna,BPQ,VSna,21 37 54.9,-103 56 52.1,-103.9478052222,21.631916,1932,1,4,4,Quercus resinosa,Arbol,Vivo,Encino roble amarillo,14,6.5,2,1.6,2.5,4.8,220
48945,2013,Nayarit,La Yesca,Bosque,Inicial,BPQ,VSna,BPQ,VSna,21 37 54.9,-103 56 52.1,-103.9478052222,21.631916,1932,1,5,5,Quercus resinosa,Arbol,Vivo,Encino roble amarillo,9.4,8.8,4.1,2.4,0,2.9,230
48945,2013,Nayarit,La Yesca,Bosque,Inicial,BPQ,VSna,BPQ,VSna,21 37 54.9,-103 56 52.1,-103.9478052222,21.631916,1932,1,6,6,Quercus resinosa,Arbol,Vivo,Encino roble amarillo,15.2,6.2,2.5,1.3,2,7.3,250
48945,2013,Nayarit,La Yesca,Bosque,Inicial,BPQ,VSna,BPQ,VSna,21 37 54.9,-103 56 52.1,-103.9478052222,21.631916,1932,1,7,7,Quercus resinosa,Arbol,Vivo,Encino roble amarillo,16.1,8,3.8,2.2,3.1,3.1,290
48945,2013,Nayarit,La Yesca,Bosque,Inicial,BPQ,VSna,BPQ,VSna,21 37 54.9,-103 56 52.1,-103.9478052222,21.631916,1932,1,8,8,Quercus resinosa,Arbol,Vivo,Encino roble amarillo,37.1,11.5,8,4.9,7.6,7,320
48945,2013,Nayarit,La Yesca,Bosque,Inicial,BPQ,VSna,BPQ,VSna,21 37 54.9,-103 56 52.1,-103.9478052222,21.631916,1932,1,9,9,Quercus resinosa,Arbol,Vivo,Encino roble amarillo,20.2,8.3,3.5,3.1,4.3,10,326
48945,2013,Nayarit,La Yesca,Bosque,Inicial,BPQ,VSna,BPQ,VSna,21 37 56.4,-103 56 51.9,-103.9477496667,21.6323326667,1932,2,7,5,Quercus resinosa,Arbol,Vivo,Encino roble amarillo,8,5.2,1.6,1.3,0,10.45,180
50106,2013,Jalisco,San Martin de Bolaños,Bosque,Inicial,BQP,VSna,BQP,VSna,21 24 29,-103 42 7.8,-103.7021666667,21.4080555556,2260,1,6,6,Quercus resinosa,Arbol,Vivo,Roble,16.5,3.9,3.8,1.4,2.2,9.1,103
50106,2013,Jalisco,San Martin de Bolaños,Bosque,Inicial,BQP,VSna,BQP,VSna,21 24 29,-103 42 7.8,-103.7021666667,21.4080555556,2260,1,8,8,Quercus resinosa,Arbol,Vivo,Roble,23.5,7.8,5.2,2.6,5.3,11.1,128
52418,2013,Jalisco,Magdalena,Bosque,Inicial,BPQ,VSna,BPQ,VSA,20 56 53,-104 10 46.1,-104.1794715556,20.9480552222,1995,4,6,6,En identificación En identificación,NULL,Vivo,Capulin,16.9,7.2,1.2,6.4,4.5,4.9,202
57702,2013,Jalisco,Tomatlan,Bosque,Inicial,BQ,VSaa,BQ,VSna,19 56 17.5,-104 55 47.9,-104.9299715556,19.9381941111,237,2,10,8,Annona squamosa,Arbol,Vivo,Annona,8.4,6.6,2.8,2,0,10.3,212
57702,2013,Jalisco,Tomatlan,Bosque,Inicial,BQ,VSaa,BQ,VSna,19 56 17.5,-104 55 47.9,-104.9299715556,19.9381941111,237,2,11,8,Annona squamosa,Arbol,Vivo,Annona,9,6.5,2.7,2,0,9.3,214
57702,2013,Jalisco,Tomatlan,Bosque,Inicial,BQ,VSaa,BQ,VSna,19 56 17.5,-104 55 47.9,-104.9299715556,19.9381941111,237,2,12,9,Annona squamosa,Arbol,Vivo,Annona,10,7.3,2.6,2,2,4.9,228
57702,2013,Jalisco,Tomatlan,Bosque,Inicial,BQ,VSaa,BQ,VSna,19 56 17.5,-104 55 47.9,-104.9299715556,19.9381941111,237,2,13,9,Annona squamosa,Arbol,Vivo,Annona,12,7.1,2.7,2.5,2.5,5,230
57702,2013,Jalisco,Tomatlan,Bosque,Inicial,BQ,VSaa,BQ,VSna,19 56 17.5,-104 55 47.9,-104.9299715556,19.9381941111,237,2,14,10,Annona squamosa,Arbol,Vivo,Annona,10.8,6.6,2.3,5,3.5,4,256
57702,2013,Jalisco,Tomatlan,Bosque,Inicial,BQ,VSaa,BQ,VSna,19 56 17.5,-104 55 47.9,-104.9299715556,19.9381941111,237,2,15,10,Annona squamosa,Arbol,Vivo,Annona,39.6,8.4,3.7,4.5,3.6,3.3,258
59470,2013,Jalisco,La Huerta,Selva,Inicial,SMS,VSna,SMS,VSna,19 37 27.1,-104 43 55.1,-104.7319715556,19.6241937778,699,1,12,10,Caesalpinia pulcherrima,Arbusto,Vivo,Iguanero,10.7,7.9,7.2,2.6,-9999,9.37,114
59470,2013,Jalisco,La Huerta,Selva,Inicial,SMS,VSna,SMS,VSna,19 37 26.2,-104 43 54.1,-104.7316937778,19.6239437778,699,3,1,1,Caesalpinia pulcherrima,Arbusto,Vivo,Iguanero,16.3,12.7,5.3,6.4,-9999,18.76,309
